File_Name,Museum,Species,Tribe,Common Name ,Specimen,Surface,Image,Lintulaakso 2023 (Diet) ,Column1,L&K 2016,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23
T_imberbis_60.145.1_lower_lingual_tooth row,Budapest,Tragelaphus imberbis,Tragelaphini,Lesser kudu,60.145.1,lingual lower,row,browser,browser,browser,0,0,24,12,44,26,60,48,76,68,90,90,104,112,120,132,138,150,158,166,182,176,206,178,230,168,252,152,272,136,292,118,310,100,332,88,356,76,376,62,394,44,408,20,420,-2
T_oryx_163225_lingual_lower_tooth row,Smithsonian,Taurotragus oryx,Tragelaphini,Eland,163225,lingual lower,row,grazer,grazer,browser,0,0,29.9538,3.9939,51.9199,19.9692,73.886,35.9446,95.8521,53.9169,113.8243,75.8829,133.7935,93.8552,155.7596,111.8275,175.7288,127.8028,197.6949,147.772,221.6579,159.7535,247.6179,167.7412,275.5747,165.7443,303.5316,155.7597,329.4915,149.7689,357.4484,139.7844,381.4114,127.8028,403.3775,111.8275,427.3405,99.8459,451.3035,83.8706,475.2666,71.8892,503.2234,61.9045,529.1833,51.9199
T_oryx_2183_lower_lingual_right M2 M3,Tervuren,Taurotragus oryx,Tragelaphini,Eland,2183,lingual lower,molar,grazer,grazer,browser,0,0,26,6,52,22,74,42,92,66,110,90,128,114,146,138,164,164,184,182,208,204,234,214,264,210,288,192,308,170,328,148,346,124,364,102,382,76,402,56,428,40,458,38,486,26
T_scriptus_187806_lingual_lower_toothrow,AMNH,Tragelaphus scriptus,Tragelaphini,Bushbuck,187806,lingual lower,row,browser,browser,browser,0,0,20,10,40,28,56,46,70,66,80,90,92,112,108,136,122,154,142,168,164,180,188,188,214,186,232,170,252,152,270,134,288,116,306,98,322,80,344,68,368,62,394,58,418,56
T_scriptus_1966.5.20.1_lower_lingual_molar row,London,Tragelaphus scriptus,Tragelaphini,Bushbuck,1966.5.20.1,lingual lower,molar,browser,browser,browser,0,0,19.8826,5.9648,41.7535,19.8827,57.6597,37.7771,73.5658,57.6597,87.4836,75.5541,101.4015,95.4368,113.3311,117.3076,129.2372,139.1786,145.1433,157.073,163.0377,169.0026,188.8851,174.9673,212.7433,167.0143,232.627,153.0964,254.4979,141.1669,274.3806,127.249,298.2397,113.3312,316.1341,105.3781,341.9815,93.4485,361.8642,81.5189,379.7585,65.6128,397.653,47.7184,419.5239,39.7653
T_scriptus_1966.6.7.1_lower_lingual_M2 M3_other side,London,Tragelaphus scriptus,Tragelaphini,Bushbuck,1966.6.7.1,lingual lower,molar,browser,browser,browser,0,0,24,8,46,18,64,30,82,46,98,64,114,80,132,98,150,112,170,126,190,140,210,148,234,148,256,138,276,126,296,114,316,100,336,88,356,76,378,68,402,64,426,68,450,66
T_scriptus_216371_lingual_lower_toothrow,AMNH,Tragelaphus scriptus,Tragelaphini,Bushbuck,216371,lingual lower,row,browser,browser,browser,0,0,20,4,36,20,48,38,58,58,70,74,84,90,100,106,116,120,132,134,152,142,174,146,194,140,216,130,236,122,252,114,276,106,296,100,314,92,334,82,352,70,370,58,390,50
T_scriptus_34753_lingual_lower_toothrow,AMNH,Tragelaphus scriptus,Tragelaphini,Bushbuck,34753,lingual lower,row,browser,browser,browser,0,0,20,14,36,28,48,50,54,72,58,94,62,118,68,140,80,162,92,180,110,194,132,200,156,206,178,198,196,186,216,170,234,158,252,144,272,132,290,118,308,104,326,90,348,80
T_scriptus_36404_lingual_lower_molars,AMNH,Tragelaphus scriptus,Tragelaphini,Bushbuck,36404,lingual lower,molar,browser,browser,browser,0,0,20.4606,6.3647,40.7194,17.2733,59.4197,34.4152,75.0034,48.4405,87.4703,64.0242,103.0539,79.6078,117.0792,99.8665,131.1044,113.8918,145.1298,131.0338,163.8301,145.0591,180.9721,159.0844,201.2308,168.4346,223.048,163.7595,238.6316,146.6175,252.6569,131.0338,266.6821,112.3334,280.7075,95.1915,296.2911,79.6078,310.3163,64.0242,332.1335,57.7907,352.3922,46.8821,367.9758,32.8569
T_scriptus_53244_lingual_lower_molars,AMNH,Tragelaphus scriptus,Tragelaphini,Bushbuck,53244,lingual lower,molar,browser,browser,browser,0,0,22,24,28,52,38,86,48,112,58,142,64,176,74,202,86,232,102,258,122,282,152,272,174,250,194,228,214,202,236,178,256,152,278,132,300,110,322,90,348,72,380,76,408,64
T_scriptus_71.2115_lower_lingual_molars_other side,London,Tragelaphus scriptus,Tragelaphini,Bushbuck,71.2115,lingual lower,molar,browser,browser,browser,0,0,30,10,54,30,74,52,94,76,114,102,130,128,146,154,164,180,182,206,196,234,212,260,240,270,270,258,296,240,316,218,334,192,352,166,370,140,388,116,410,94,432,70,462,62
T_spekii_164558_lingual_lower_molars,Smithsonian,Tragelaphus spekii,Tragelaphini,Sitatunga,164558,lingual lower,molar,grazer-browser,grazer-browser,browser,0,0,26,10,42,30,58,46,76,70,90,90,104,112,120,132,140,150,160,166,186,172,208,160,226,140,242,120,258,98,276,80,292,60,308,40,330,24,352,12,378,16,402,28,422,12
